"measurementID","eventID","measurementType","measurementValue","measurementUnit","measurementMethod","measurementRemarks"
"PM1-T2_1_m9","PM1-T2","Sulfur (CHEBI:26833) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","69.31342864","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM1-T2_1_m10","PM1-T2","Silicon (CHEBI:27573) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","8.304657797","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM1-T2_1_m11","PM1-T2","Zinc (CHEBI:27363) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","0.772225069","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM1-T2_1_m12","PM1-T2","Percentage (SIO:001413) of nitrogen (CHEBI:25555) in plant tissue (NCIT:C18945)","2.795206368","percent (UO:0000187)",NA,NA
"PM1-T2_1_m13","PM1-T2","Percentage (SIO:001413) of carbon (CHEBI:27594) in plant tissue (NCIT:C18945)","45.21380043","percent (UO:0000187)",NA,NA
"PM1-T2_1_m14","PM1-T2","Percentage (SIO:001413) of phosphorus (CHEBI:28659) in plant tissue (NCIT:C18945)","0.240835132","percent (UO:0000187)",NA,NA
"PM1-T2_1_m15","PM1-T2","Nitrogen (CHEBI:25555) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","1995.150869","micromole/gram (SNOMED:258816005) dry weight","elemental CNS analyzer",NA
"PM1-T2_1_m16","PM1-T2","Carbon (CHEBI:27594) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","37646.7947","micromole/gram (SNOMED:258816005) dry weight","elemental CNS analyzer",NA
"PM1-T2_1_m17","PM1-T2","Phosphorus (CHEBI:28659) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","77.76400778","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM1-T2_1_m18","PM1-T2","Ratio (SIO:001018) of percentage (SIO:001413) of carbon (CHEBI:27594) and nitrogen (CHEBI:25555)","16.17547847",NA,NA,"Calculated as percentage of carbon divided by percentage of nitrogen"
"PM1-T2_1_m19","PM1-T2","Ratio (SIO:001018) of percentage (SIO:001413) of carbon (CHEBI:27594) and phosphorus (CHEBI:28659)","187.7375615",NA,NA,"Calculated as percentage of carbon divided by percentage of phosphorus"
"PM1-T2_1_m20","PM1-T2","Ratio (SIO:001018) of percentage (SIO:001413) of nitrogen (CHEBI:25555) and phosphorus (CHEBI:28659)","11.60630654",NA,NA,"Calculated as percentage of nitrogen divided by percentage of phosphorus"
"PM1-T2_1_m21","PM1-T2","Ratio (SIO:001018) of concentration (NCIT:C41185) of carbon (CHEBI:27594) and nitrogen (CHEBI:25555)","18.86914683",NA,NA,"Calculated as molar concentration of carbon divided by molar concentration of nitrogen"
"PM1-T2_1_m22","PM1-T2","Ratio (SIO:001018) of concentration (NCIT:C41185) of carbon (CHEBI:27594) and phosphorus (CHEBI:28659)","484.1159268",NA,NA,"Calculated as molar concentration of carbon divided by molar concentration of phosphorus"
"PM1-T2_1_m23","PM1-T2","Ratio (SIO:001018) of concentration (NCIT:C41185) of nitrogen (CHEBI:25555) and phosphorus (CHEBI:28659)","25.65648204",NA,NA,"Calculated as molar concentration of nitrogen divided by molar concentration of phosphorus"
"PM2-T2_1_m1","PM2-T2","Phosphorus treatment (AGRO:00000322)","yes",NA,NA,NA
"PM2-T2_1_m2","PM2-T2","Liming process (AGRO:00000112) treatment (AGRO:00000322)","no",NA,NA,NA
"PM2-T2_1_m3","PM2-T2","Aluminium (CHEBI:28984) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","4.24366116","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM2-T2_1_m4","PM2-T2","Calcium (CHEBI:22984) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","98.63418344","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM2-T2_1_m5","PM2-T2","Iron (CHEBI:18248) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","3.814551557","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM2-T2_1_m6","PM2-T2","Potassium (CHEBI:26216) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","243.0200293","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM2-T2_1_m7","PM2-T2","Magnesium (CHEBI:25107) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","67.38106245","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM2-T2_1_m8","PM2-T2","Manganese (CHEBI:18291) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","1.330328273","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM2-T2_1_m9","PM2-T2","Sulfur (CHEBI:26833) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","69.48941121","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM2-T2_1_m10","PM2-T2","Silicon (CHEBI:27573) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","10.28484895","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM2-T2_1_m11","PM2-T2","Zinc (CHEBI:27363) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","0.905359817","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM2-T2_1_m12","PM2-T2","Percentage (SIO:001413) of nitrogen (CHEBI:25555) in plant tissue (NCIT:C18945)","2.67510879","percent (UO:0000187)",NA,NA
"PM2-T2_1_m13","PM2-T2","Percentage (SIO:001413) of carbon (CHEBI:27594) in plant tissue (NCIT:C18945)","44.89070511","percent (UO:0000187)",NA,NA
"PM2-T2_1_m14","PM2-T2","Percentage (SIO:001413) of phosphorus (CHEBI:28659) in plant tissue (NCIT:C18945)","0.273014912","percent (UO:0000187)",NA,NA
"PM2-T2_1_m15","PM2-T2","Nitrogen (CHEBI:25555) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","1909.428116","micromole/gram (SNOMED:258816005) dry weight","elemental CNS analyzer",NA
"PM2-T2_1_m16","PM2-T2","Carbon (CHEBI:27594) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","37377.77278","micromole/gram (SNOMED:258816005) dry weight","elemental CNS analyzer",NA
"PM2-T2_1_m17","PM2-T2","Phosphorus (CHEBI:28659) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","88.1546374","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM2-T2_1_m18","PM2-T2","Ratio (SIO:001018) of percentage (SIO:001413) of carbon (CHEBI:27594) and nitrogen (CHEBI:25555)","16.78088954",NA,NA,"Calculated as percentage of carbon divided by percentage of nitrogen"
"PM2-T2_1_m19","PM2-T2","Ratio (SIO:001018) of percentage (SIO:001413) of carbon (CHEBI:27594) and phosphorus (CHEBI:28659)","164.4258359",NA,NA,"Calculated as percentage of carbon divided by percentage of phosphorus"
"PM2-T2_1_m20","PM2-T2","Ratio (SIO:001018) of percentage (SIO:001413) of nitrogen (CHEBI:25555) and phosphorus (CHEBI:28659)","9.798398083",NA,NA,"Calculated as percentage of nitrogen divided by percentage of phosphorus"
"PM2-T2_1_m21","PM2-T2","Ratio (SIO:001018) of concentration (NCIT:C41185) of carbon (CHEBI:27594) and nitrogen (CHEBI:25555)","19.57537572",NA,NA,"Calculated as molar concentration of carbon divided by molar concentration of nitrogen"
"PM2-T2_1_m22","PM2-T2","Ratio (SIO:001018) of concentration (NCIT:C41185) of carbon (CHEBI:27594) and phosphorus (CHEBI:28659)","424.0023427",NA,NA,"Calculated as molar concentration of carbon divided by molar concentration of phosphorus"
"PM2-T2_1_m23","PM2-T2","Ratio (SIO:001018) of concentration (NCIT:C41185) of nitrogen (CHEBI:25555) and phosphorus (CHEBI:28659)","21.65998491",NA,NA,"Calculated as molar concentration of nitrogen divided by molar concentration of phosphorus"
"PM3-T2_1_m1","PM3-T2","Phosphorus treatment (AGRO:00000322)","yes",NA,NA,NA
"PM3-T2_1_m2","PM3-T2","Liming process (AGRO:00000112) treatment (AGRO:00000322)","no",NA,NA,NA
"PM3-T2_1_m3","PM3-T2","Aluminium (CHEBI:28984) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","6.871495856","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM3-T2_1_m4","PM3-T2","Calcium (CHEBI:22984) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","92.14366386","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM3-T2_1_m5","PM3-T2","Iron (CHEBI:18248) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","6.468244408","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM3-T2_1_m6","PM3-T2","Potassium (CHEBI:26216) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","236.1971951","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM3-T2_1_m7","PM3-T2","Magnesium (CHEBI:25107) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","76.80018928","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM3-T2_1_m8","PM3-T2","Manganese (CHEBI:18291) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","1.299002138","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM3-T2_1_m9","PM3-T2","Sulfur (CHEBI:26833) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","70.99120284","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM3-T2_1_m10","PM3-T2","Silicon (CHEBI:27573) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","8.220327272","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM3-T2_1_m11","PM3-T2","Zinc (CHEBI:27363) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","0.862203112","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM3-T2_1_m12","PM3-T2","Percentage (SIO:001413) of nitrogen (CHEBI:25555) in plant tissue (NCIT:C18945)","2.806864977","percent (UO:0000187)",NA,NA
"PM3-T2_1_m13","PM3-T2","Percentage (SIO:001413) of carbon (CHEBI:27594) in plant tissue (NCIT:C18945)","44.8272419","percent (UO:0000187)",NA,NA
"PM3-T2_1_m14","PM3-T2","Percentage (SIO:001413) of phosphorus (CHEBI:28659) in plant tissue (NCIT:C18945)","0.225148507","percent (UO:0000187)",NA,NA
"PM3-T2_1_m15","PM3-T2","Nitrogen (CHEBI:25555) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","2003.472503","micromole/gram (SNOMED:258816005) dry weight","elemental CNS analyzer",NA
"PM3-T2_1_m16","PM3-T2","Carbon (CHEBI:27594) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","37324.93081","micromole/gram (SNOMED:258816005) dry weight","elemental CNS analyzer",NA
"PM3-T2_1_m17","PM3-T2","Phosphorus (CHEBI:28659) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","72.69890429","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM3-T2_1_m18","PM3-T2","Ratio (SIO:001018) of percentage (SIO:001413) of carbon (CHEBI:27594) and nitrogen (CHEBI:25555)","15.97057296",NA,NA,"Calculated as percentage of carbon divided by percentage of nitrogen"
"PM3-T2_1_m19","PM3-T2","Ratio (SIO:001018) of percentage (SIO:001413) of carbon (CHEBI:27594) and phosphorus (CHEBI:28659)","199.1007739",NA,NA,"Calculated as percentage of carbon divided by percentage of phosphorus"
"PM3-T2_1_m20","PM3-T2","Ratio (SIO:001018) of percentage (SIO:001413) of nitrogen (CHEBI:25555) and phosphorus (CHEBI:28659)","12.46672705",NA,NA,"Calculated as percentage of nitrogen divided by percentage of phosphorus"
"PM3-T2_1_m21","PM3-T2","Ratio (SIO:001018) of concentration (NCIT:C41185) of carbon (CHEBI:27594) and nitrogen (CHEBI:25555)","18.63011883",NA,NA,"Calculated as molar concentration of carbon divided by molar concentration of nitrogen"
"PM3-T2_1_m22","PM3-T2","Ratio (SIO:001018) of concentration (NCIT:C41185) of carbon (CHEBI:27594) and phosphorus (CHEBI:28659)","513.4180655",NA,NA,"Calculated as molar concentration of carbon divided by molar concentration of phosphorus"
"PM3-T2_1_m23","PM3-T2","Ratio (SIO:001018) of concentration (NCIT:C41185) of nitrogen (CHEBI:25555) and phosphorus (CHEBI:28659)","27.55849655",NA,NA,"Calculated as molar concentration of nitrogen divided by molar concentration of phosphorus"
"PM4-T2_1_m1","PM4-T2","Phosphorus treatment (AGRO:00000322)","yes",NA,NA,NA
"PM4-T2_1_m2","PM4-T2","Liming process (AGRO:00000112) treatment (AGRO:00000322)","no",NA,NA,NA
"PM4-T2_1_m3","PM4-T2","Aluminium (CHEBI:28984) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","5.32077848","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM4-T2_1_m4","PM4-T2","Calcium (CHEBI:22984) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","95.00134719","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM4-T2_1_m5","PM4-T2","Iron (CHEBI:18248) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","4.941900653","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM4-T2_1_m6","PM4-T2","Potassium (CHEBI:26216) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","243.4044674","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM4-T2_1_m7","PM4-T2","Magnesium (CHEBI:25107) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","65.83049978","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM4-T2_1_m8","PM4-T2","Manganese (CHEBI:18291) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","1.322777669","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM4-T2_1_m9","PM4-T2","Sulfur (CHEBI:26833) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","66.39145781","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM4-T2_1_m10","PM4-T2","Silicon (CHEBI:27573) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","7.492102545","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM4-T2_1_m11","PM4-T2","Zinc (CHEBI:27363) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","0.823430004","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM4-T2_1_m12","PM4-T2","Percentage (SIO:001413) of nitrogen (CHEBI:25555) in plant tissue (NCIT:C18945)","2.579734623","percent (UO:0000187)",NA,NA
"PM4-T2_1_m13","PM4-T2","Percentage (SIO:001413) of carbon (CHEBI:27594) in plant tissue (NCIT:C18945)","44.94576454","percent (UO:0000187)",NA,NA
"PM4-T2_1_m14","PM4-T2","Percentage (SIO:001413) of phosphorus (CHEBI:28659) in plant tissue (NCIT:C18945)","0.212390307","percent (UO:0000187)",NA,NA
"PM4-T2_1_m15","PM4-T2","Nitrogen (CHEBI:25555) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","1841.352336","micromole/gram (SNOMED:258816005) dry weight","elemental CNS analyzer",NA
"PM4-T2_1_m16","PM4-T2","Carbon (CHEBI:27594) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","37423.61744","micromole/gram (SNOMED:258816005) dry weight","elemental CNS analyzer",NA
"PM4-T2_1_m17","PM4-T2","Phosphorus (CHEBI:28659) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","68.57936948","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM4-T2_1_m18","PM4-T2","Ratio (SIO:001018) of percentage (SIO:001413) of carbon (CHEBI:27594) and nitrogen (CHEBI:25555)","17.42263105",NA,NA,"Calculated as percentage of carbon divided by percentage of nitrogen"
"PM4-T2_1_m19","PM4-T2","Ratio (SIO:001018) of percentage (SIO:001413) of carbon (CHEBI:27594) and phosphorus (CHEBI:28659)","211.618718",NA,NA,"Calculated as percentage of carbon divided by percentage of phosphorus"
"PM4-T2_1_m20","PM4-T2","Ratio (SIO:001018) of percentage (SIO:001413) of nitrogen (CHEBI:25555) and phosphorus (CHEBI:28659)","12.14619752",NA,NA,"Calculated as percentage of nitrogen divided by percentage of phosphorus"
"PM4-T2_1_m21","PM4-T2","Ratio (SIO:001018) of concentration (NCIT:C41185) of carbon (CHEBI:27594) and nitrogen (CHEBI:25555)","20.32398509",NA,NA,"Calculated as molar concentration of carbon divided by molar concentration of nitrogen"
"PM4-T2_1_m22","PM4-T2","Ratio (SIO:001018) of concentration (NCIT:C41185) of carbon (CHEBI:27594) and phosphorus (CHEBI:28659)","545.6978931",NA,NA,"Calculated as molar concentration of carbon divided by molar concentration of phosphorus"
"PM4-T2_1_m23","PM4-T2","Ratio (SIO:001018) of concentration (NCIT:C41185) of nitrogen (CHEBI:25555) and phosphorus (CHEBI:28659)","26.84994555",NA,NA,"Calculated as molar concentration of nitrogen divided by molar concentration of phosphorus"
"PM5-T2_1_m1","PM5-T2","Phosphorus treatment (AGRO:00000322)","yes",NA,NA,NA
"PM5-T2_1_m2","PM5-T2","Liming process (AGRO:00000112) treatment (AGRO:00000322)","no",NA,NA,NA
"PM5-T2_1_m3","PM5-T2","Aluminium (CHEBI:28984) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","12.02958552","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM5-T2_1_m4","PM5-T2","Calcium (CHEBI:22984) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","84.93673467","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM5-T2_1_m5","PM5-T2","Iron (CHEBI:18248) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","10.30906712","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM5-T2_1_m6","PM5-T2","Potassium (CHEBI:26216) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","191.1602984","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM5-T2_1_m7","PM5-T2","Magnesium (CHEBI:25107) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","64.58268652","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM5-T2_1_m8","PM5-T2","Manganese (CHEBI:18291) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","1.135833541","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
"PM5-T2_1_m9","PM5-T2","Sulfur (CHEBI:26833) concentration (NCIT:C41185) of plant tissue (NCIT:C18945)","61.68948194","micromole/gram (SNOMED:258816005) dry weight","inductively coupled plasma-atomic emission spectrometry (MMO:0000231)",NA
